77.75.79.109 - - [29/Aug/2022:01:06:18 +0100] "GET /robots.txt HTTP/1.1" 404 341 "-" "Mozilla/5.0 (compatible; SeznamBot/3.2; +http://napoveda.seznam.cz/en/seznambot-intro/)"
156.146.63.157 - - [29/Aug/2022:05:41:30 +0100] "GET /.env HTTP/1.1" 404 341 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
156.146.63.157 - - [29/Aug/2022:05:41:36 +0100] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 341 "-" "python-requests/2.28.0"
156.146.63.157 - - [29/Aug/2022:05:58:32 +0100] "GET /.env HTTP/1.1" 404 341 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
156.146.63.157 - - [29/Aug/2022:05:58:33 +0100] "GET /.env HTTP/1.1" 404 341 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
156.146.63.157 - - [29/Aug/2022:05:58:33 +0100] "POST / HTTP/1.1" 200 20706 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
156.146.63.157 - - [29/Aug/2022:05:58:34 +0100] "POST / HTTP/1.1" 200 20706 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
156.146.63.157 - - [29/Aug/2022:05:58:42 +0100] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 341 "-" "python-requests/2.28.0"
114.119.153.211 - - [29/Aug/2022:06:09:15 +0100] "GET /1982---guernsey.html HTTP/1.1" 200 15280 "http://www.csfed.org/" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
185.181.61.24 - - [29/Aug/2022:06:30:16 +0100] "GET / HTTP/1.1" 200 20706 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36 Edg/91.0.864.54"
95.142.120.26 - - [29/Aug/2022:06:32:11 +0100] "GET /admin/index.php HTTP/1.1" 302 362 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.45"
95.142.120.26 - - [29/Aug/2022:06:32:13 +0100] "GET /admin/login.php HTTP/1.1" 200 2025 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.45"
95.142.120.26 - - [29/Aug/2022:06:32:15 +0100] "GET /admin/index.php HTTP/1.1" 302 362 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.45"
95.142.120.26 - - [29/Aug/2022:06:32:16 +0100] "GET /admin/index.php HTTP/1.1" 302 362 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.45"
95.142.120.26 - - [29/Aug/2022:06:32:15 +0100] "GET /admin/login.php HTTP/1.1" 200 2025 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.45"
95.142.120.26 - - [29/Aug/2022:06:32:17 +0100] "GET /admin/login.php HTTP/1.1" 200 2025 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2454.85 Safari/537.36 OPR/32.0.1948.45"
2.120.129.96 - - [29/Aug/2022:06:51:54 +0100] "GET / HTTP/1.1" 200 20706 "https://www.google.com/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /style/reset.css HTTP/1.1" 200 1047 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /res/x5engine.js?57 HTTP/1.1" 200 3906 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /style/print.css HTTP/1.1" 200 579 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /style/style.css HTTP/1.1" 200 14736 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /style/template.css HTTP/1.1" 200 1778 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /res/jquery.js?57 HTTP/1.1" 200 93884 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /style/menu.css HTTP/1.1" 200 9015 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /pcss/index.css HTTP/1.1" 200 15211 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /images/csflogo.jpg HTTP/1.1" 200 2231 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /images/issflogo.jpg HTTP/1.1" 200 2239 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /style/top.png HTTP/1.1" 200 110502 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /res/x5engine.deferrable.js HTTP/1.1" 200 173959 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/officers---contact.png HTTP/1.1" 200 1520 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /favicon.png HTTP/1.1" 200 1150 "-" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/host-countries.png HTTP/1.1" 200 1463 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/championships.png HTTP/1.1" 200 1487 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /images/gradient_a2ba36c8.png HTTP/1.1" 200 581 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:56 +0100] "GET /style/bg.jpg HTTP/1.1" 200 4781 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /res/swfobject.js HTTP/1.1" 200 9673 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /res/l10n.js HTTP/1.1" 200 16284 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /res/x5cartengine.js HTTP/1.1" 200 45781 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /res/x5settings.js HTTP/1.1" 200 2282 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /images/gradient_9vd7zl14.png HTTP/1.1" 200 577 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /style/bottom.png HTTP/1.1" 200 3109 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/member-federations_h.png HTTP/1.1" 200 1924 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/host-countries_h.png HTTP/1.1" 200 1814 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/championships_h.png HTTP/1.1" 200 1830 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/officers---contact_h.png HTTP/1.1" 200 1900 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/sub.png HTTP/1.1" 200 444 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_h.png HTTP/1.1" 200 445 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_f.png HTTP/1.1" 200 433 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_m.png HTTP/1.1" 200 433 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_l.png HTTP/1.1" 200 444 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/member-federations.png HTTP/1.1" 200 1553 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /style/content.jpg HTTP/1.1" 200 4123 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /images/gradient_9e42idqz.png HTTP/1.1" 200 574 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /style/menu.jpg HTTP/1.1" 200 7337 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:57 +0100] "GET /menu/index_h.png HTTP/1.1" 200 1712 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_f_h.png HTTP/1.1" 200 435 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_m_h.png HTTP/1.1" 200 435 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /menu/sub_l_h.png HTTP/1.1" 200 442 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /res/imLoad.gif HTTP/1.1" 200 3437 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
2.120.129.96 - - [29/Aug/2022:06:51:58 +0100] "GET /res/imClose.png HTTP/1.1" 200 4087 "http://www.csfed.org/" "Mozilla/5.0 (iPad; CPU OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/104.0.5112.99 Mobile/15E148 Safari/604.1"
3.8.16.146 - - [29/Aug/2022:06:53:11 +0100] "GET /.env HTTP/1.1" 404 341 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
3.8.16.146 - - [29/Aug/2022:06:53:11 +0100] "POST / HTTP/1.1" 200 20706 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
3.8.16.146 - - [29/Aug/2022:06:53:13 +0100] "GET /.env HTTP/1.1" 404 341 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
3.8.16.146 - - [29/Aug/2022:06:53:14 +0100] "POST / HTTP/1.1" 200 20706 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
3.8.16.146 - - [29/Aug/2022:06:53:25 +0100] "GET /vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php HTTP/1.1" 404 341 "-" "python-requests/2.26.0"
114.119.153.209 - - [29/Aug/2022:07:08:14 +0100] "GET /member-federations.html HTTP/1.1" 200 24912 "http://www.csfed.org/1980---england.html" "Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)"
178.32.215.167 - - [29/Aug/2022:07:38:40 +0100] "GET /license.txt HTTP/1.1" 404 341 "-" "python-requests/2.27.1"
156.146.63.157 - - [29/Aug/2022:07:47:08 +0100] "GET /.env HTTP/1.1" 404 341 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
156.146.63.157 - - [29/Aug/2022:07:47:08 +0100] "POST / HTTP/1.1" 200 20706 "-" "Mozilla/5.0 (Linux; U; Android 4.4.2; en-US; HM NOTE 1W Build/KOT49H) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 UCBrowser/11.0.5.850 U3/0.8.0 Mobile Safari/534.30"
20.83.148.6 - - [29/Aug/2022:07:47:44 +0100] "GET / HTTP/1.1" 200 20460 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
20.83.148.6 - - [29/Aug/2022:07:47:44 +0100] "GET / HTTP/1.1" 200 20460 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
20.83.148.6 - - [29/Aug/2022:07:47:44 +0100] "GET / HTTP/1.1" 200 20460 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36"
